"Jaar","Maand","Weg/knoop","Segment","Uur","Aantal voertuigen"
2015,1,"R1, binnenring Antwerpen (ring 1)","van Borgerhout tot Berchem richting Ring 1",8,5852
2015,1,"R1, binnenring Antwerpen (ring 1)","van Borgerhout tot Berchem richting Ring 1",9,5573
2015,1,"R1, binnenring Antwerpen (ring 1)","van Borgerhout tot Berchem richting Ring 1",10,5376
2015,1,"R1, binnenring Antwerpen (ring 1)","van Borgerhout tot Berchem richting Ring 1",11,5418
2015,1,"R1, binnenring Antwerpen (ring 1)","van Borgerhout tot Berchem richting Ring 1",12,6053
2015,1,"R1, binnenring Antwerpen (ring 1)","van Borgerhout tot Berchem richting Ring 1",13,6445
2015,1,"R1, binnenring Antwerpen (ring 1)","van Borgerhout tot Berchem richting Ring 1",14,6359
2015,1,"R1, binnenring Antwerpen (ring 1)","van Borgerhout tot Berchem richting Ring 1",15,6480
2015,1,"R1, binnenring Antwerpen (ring 1)","van Borgerhout tot Berchem richting Ring 1",16,7193
2015,1,"R1, binnenring Antwerpen (ring 1)","van Borgerhout tot Berchem richting Ring 1",17,7393
2015,1,"R1, binnenring Antwerpen (ring 1)","van Borgerhout tot Berchem richting Ring 1",18,6826
2015,1,"R1, binnenring Antwerpen (ring 1)","van Borgerhout tot Berchem richting Ring 1",19,5311
2015,1,"R1, binnenring Antwerpen (ring 1)","van Borgerhout tot Berchem richting Ring 1",20,4032
2015,1,"R1, binnenring Antwerpen (ring 1)","van Borgerhout tot Berchem richting Ring 1",21,3281
2015,1,"R1, binnenring Antwerpen (ring 1)","van Borgerhout tot Berchem richting Ring 1",22,2763
2015,1,"R1, binnenring Antwerpen (ring 1)","van Borgerhout tot Berchem richting Ring 1",23,1931
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",0,1206
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",1,742
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",2,489
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",3,391
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",4,505
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",5,1479
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",6,3182
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",7,5469
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",8,5609
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",9,4928
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",10,4818
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",11,5253
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",12,6017
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",13,6522
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",14,6819
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",15,7334
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",16,7842
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",17,7890
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",18,7176
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",19,5650
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",20,4055
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",21,3370
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",22,2985
2015,1,"R1, buitenring Antwerpen (ring 2)","van Borgerhout tot Antwerpen-Oost richting Ring 2",23,1974
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",0,126
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",1,75
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",2,49
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",3,43
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",4,107
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",5,630
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",6,980
