"Jaar","Maand","Weg/knoop","Segment","Uur","Aantal voertuigen"
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",9,338
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",10,423
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",11,441
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",12,419
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",13,396
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",14,368
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",15,327
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",16,285
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",17,236
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",18,174
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",19,129
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",20,84
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",21,53
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",22,33
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",23,22
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",0,17
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",1,16
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",2,23
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",3,42
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",4,76
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",5,147
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",6,247
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",7,278
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",8,272
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",9,371
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",10,368
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",11,400
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",12,427
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",13,425
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",14,416
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",15,415
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",16,337
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",17,279
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",18,200
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",19,157
