"Jaar","Maand","Weg/knoop","Segment","Uur","Aantal voertuigen"
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",4,174
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",5,873
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",6,1315
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",7,1636
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",8,1234
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",9,1012
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",10,1043
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",11,1106
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",12,1200
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",13,1349
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",14,1184
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",15,1191
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",16,1353
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",17,1418
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",18,1137
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",19,749
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",20,555
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",21,501
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",22,358
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",23,222
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",0,196
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",1,131
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",2,101
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",3,115
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",4,172
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",5,502
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",6,1139
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",7,1668
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",8,1674
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",9,1431
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",10,1242
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",11,1348
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",12,1540
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",13,1678
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",14,1815
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",15,2003
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",16,2326
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",17,2119
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",18,1659
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",19,1079
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",20,716
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",21,655
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",22,561
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",23,312
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",0,109
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",1,75
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",2,66
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",3,84
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",4,144
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",5,438
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",6,1012
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",7,1460
